head_id	seqid	start	end	strand	motherlength	length	neighbor_gene	relative_position	distance	correlation	complement_correlation	transcription	complement_transcription	repetitions	gene_start	gene_end	gene_strand	gene_length	gene_transcription	gene_complement_transcription	same_strand	gene_stream	head_stream
head0	SM_V7_ZW	20314210	20314310	-	3183	100	Smp_134290	olap	0.0		0.4688340434271288	0.0	0.4236163313863843	0.0	20300499.0	20331294.0	+	30795	1.2878862172708887	0.002346613489624012	False	olap	olap
head1	SM_V7_ZW	17124008	17124108	-	3186	100	Smp_343250	hg	9299.0			0.0	0.0	0.0	17133407.0	17184102.0	-	50695	0.06316285813446086	0.012927495478103663	True	gh	gh
head2	SM_V7_ZW	57479348	57479448	-	3180	100	Smp_244380	olap	0.0			0.0	0.0	0.0	57400306.0	57496018.0	-	95712	0.8842783679186177	0.003410583429923124	True	olap	olap
head3	SM_V7_ZW	14905845	14905945	-	3186	100	Smp_346990	olap	0.0		0.3506231062983704	0.07475582318583253	0.3737791159291626	0.0	14888566.0	14917334.0	+	28768	1.4835268164902595	0.0019922413019954443	False	olap	olap
head4	SM_V7_ZW	57956100	57956200	+	3183	100	Smp_244370	olap	0.0		0.16108966624231855	0.0	0.2491860772861084	0.0	57878821.0	57986377.0	-	107556	0.12383312721691488	0.0021082908469109924	False	olap	olap
head5	SM_V7_ZW	39103631	39103731	-	3186	100	Smp_079960	gh	3234.0			0.0	0.0	0.0	39097332.0	39100397.0	-	3065	1.3365804602230418	0.0032520205844842865	True	hg	hg
head6	SM_V7_ZW	8039240	8039340	+	3183	100	Smp_303950	olap	0.0		0.2284073967013658	0.0	0.2990232927433301	0.0	7972240.0	8041705.0	-	69465	0.6469547115604931	0.007676645870471057	False	olap	olap
head7	SM_V7_ZW	84622062	84622162	+	3183	100	Smp_026540	olap	0.0			0.0	0.024918607728610844	0.0	84545876.0	84641919.0	+	96043	0.3402461623991364	0.023324790300200064	True	olap	olap
head8	SM_V7_ZW	2750082	2750182	-	3186	100	Smp_130660	olap	0.0			0.0	0.04983721545722169	0.0	2718322.0	2780093.0	+	61771	0.11694653446640467	0.0035499465446856204	False	olap	olap
head9	SM_V7_ZW	67334580	67334680	+	3183	100	Smp_244080	gh	9526.0		0.4065577125831076	0.0	0.14951164637166506	0.0	67105199.0	67325054.0	-	219855	0.2950042173069901	0.0060750830058608676	False	hg	gh
head10	SM_V7_ZW	73828743	73828843	-	3183	100	Smp_345400	gh	15668.0			0.0	0.04983721545722169	0.0	73797076.0	73813075.0	+	15999	1.806711979823025	0.0066972944079646615	False	gh	hg
head11	SM_V7_ZW	38967507	38967607	+	3186	100	Smp_242440	olap	0.0			0.024918607728610844	0.0	0.0	38942546.0	38971377.0	-	28831	0.08314557467629853	0.014001645631559631	False	olap	olap
head12	SM_V7_ZW	50022717	50022817	+	3183	100	Smp_074710	olap	0.0	0.5108498546485333		0.2242674695574976	0.0	0.0	50001606.0	50045703.0	+	44097	0.4130215295562433	0.007911207297561099	True	olap	olap
head13	SM_V7_ZW	9141239	9141339	+	3183	100	Smp_343570	gh	3699.0	0.4306066610557916		0.7475582318583253	0.024918607728610844	0.0	9129146.0	9137540.0	+	8394	13.28695550056188	0.01187448545561632	True	gh	gh
head14	SM_V7_ZW	44733661	44733761	-	3183	100	Smp_347230	olap	0.0			0.0	0.024918607728610844	0.0	44726095.0	44741993.0	+	15898	0.11065880649389392	0.014263387239297943	False	olap	olap
head15	SM_V7_ZW	65666091	65666191	+	3183	100	Smp_244200	olap	0.0		0.3350771977916401	0.024918607728610844	0.7226396241297145	0.0	65658392.0	65705473.0	-	47081	0.8665224734666143	0.014925442066796073	False	olap	olap
head16	SM_V7_ZW	50263654	50263754	-	3183	100	Smp_347620	olap	0.0			0.1245930386430542	0.0	0.0	50249648.0	50275452.0	-	25804	0.09289916538104027	0.0018348068006650367	True	olap	olap
head17	SM_V7_ZW	75574442	75574542	-	3186	100	Smp_143870	hg	1285.0			0.0	0.0	0.0	75575827.0	75576296.0	+	469	0.021252543904998592	0.005313135976249647	False	hg	gh
head18	SM_V7_ZW	64029637	64029737	-	3186	100	Smp_345350	hg	9606.0			0.0	0.0	0.0	64039343.0	64053184.0	+	13841	2.698360614380604	0.01854357774761156	False	hg	gh
head19	SM_V7_ZW	69054659	69054759	+	3187	100	Smp_075420	gh	4081.0	0.2450832415111621		0.2242674695574976	0.0	0.0	69039005.0	69050578.0	-	11573	12.159367628532893	0.07729871402895785	False	hg	gh
head20	SM_V7_ZW	82027630	82027730	-	3183	100	Smp_342600	gh	794.0			0.0	0.0	0.0	82026037.0	82026836.0	-	799	45.96687851213958	0.034305968086948586	True	hg	hg
head21	SM_V7_ZW	19563615	19563715	-	3187	100	Smp_241480	hg	27357.0			0.04983721545722169	0.07475582318583253	0.0	19591072.0	19605409.0	-	14337	0.25566905188523786	0.0005214188685626876	True	gh	gh
head22	SM_V7_ZW	69296870	69296970	-	3206	100	Smp_162810	olap	0.0	0.4118718035388215		0.14951164637166506	0.0	0.0	69295833.0	69325700.0	-	29867	0.0271153698456441	0.0011680467010431307	True	olap	olap
head23	SM_V7_ZW	38303928	38304028	-	3186	100	Smp_159110	gh	4797.0	0.06550511023128618	0.07102477296592585	0.7724768395869361	0.2242674695574976	0.0	38282237.0	38299131.0	+	16894	3.2569419749938215	0.09336734161365376	False	gh	hg
head24	SM_V7_ZW	50935386	50935486	+	3186	100	Smp_157840	olap	0.0			0.0	0.0	0.0	50909031.0	50943930.0	+	34899	0.03448719886793042	0.0029988868580809068	True	olap	olap
head25	SM_V7_ZW	59897123	59897223	+	3183	100	Smp_212730	olap	0.0	-0.05868938731378665	0.6062537904978749	0.1744302541002759	0.9718257014158228	0.0	59887869.0	59950893.0	-	63024	1.825838389025641	0.012889480387673164	False	olap	olap
head26	SM_V7_ZW	79206973	79207073	-	3186	100	Smp_324200	hg	5148.0			0.0	0.0	0.0	79212221.0	79266732.0	+	54511	0.020753697251544318	0.0011885377280620095	False	hg	gh
head27	SM_V7_ZW	76582422	76582522	-	3189	100	Smp_139760	gh	1561.0			0.0	0.0	0.0	76534516.0	76580861.0	-	46345	1.0616418375259924	0.002742149086544725	True	hg	hg
head28	SM_V7_ZW	82462003	82462103	+	3183	100	Smp_345170	olap	0.0	-0.21337205203065526		0.32394190047194105	0.024918607728610844	0.0	82448996.0	82467002.0	-	18006	0.7987904243560024	0.025602257190897516	False	olap	olap
head29	SM_V7_ZW	24842216	24842316	+	3187	100	Smp_153780	hg	12470.0			0.0	0.0	0.0	24854786.0	24929755.0	+	74969	1.7981722572131393	0.0051519750802794225	True	hg	hg
head30	SM_V7_ZW	78496226	78496326	-	3184	100	Smp_146240	olap	0.0		0.3313468338462479	0.0	0.3488605082005518	0.0	78475339.0	78512572.0	+	37233	0.953965123851473	0.01927472679032021	False	olap	olap
head31	SM_V7_ZW	82611014	82611114	-	3186	100	Smp_160320	olap	0.0			0.0	0.0	1.0	82601011.0	82646985.0	-	45974	0.01794070378511809	0.004986540024866659	True	olap	olap
head32	SM_V7_ZW	2617298	2617398	-	3183	100	Smp_244820	olap	0.0			0.04983721545722169	0.024918607728610844	1.0	2580442.0	2644727.0	+	64285	0.0808202490692286	0.04217382781166462	False	olap	olap
head33	SM_V7_ZW	79559807	79559907	+	3190	100	Smp_163670	hg	784.0	0.4164978931572447		0.5482093700294386	0.0	0.0	79560691.0	79587590.0	+	26899	0.3485029267817911	0.009912231038184916	True	hg	hg
head34	SM_V7_ZW	8758783	8758883	-	3183	100	Smp_188430	olap	0.0		0.2073545523885876	0.0	0.19934886182888675	0.0	8754220.0	8771839.0	+	17619	0.8757365290627069	0.012163007348093152	False	olap	olap
head35	SM_V7_ZW	83572901	83573001	-	3186	100	Smp_316630	olap	0.0	0.5000527617717729	0.9353115259677284	0.3488605082005518	33.017155240409366	0.0	83561967.0	83581893.0	+	19926	1.4387663450650798	0.014881633643002563	False	olap	olap
head36	SM_V7_ZW	84386831	84386931	+	3183	100	Smp_136470	olap	0.0	0.046867034713821816		0.3737791159291626	0.0	0.0	84376596.0	84443213.0	+	66617	0.5613485239252186	0.017505904524355454	True	olap	olap
head37	SM_V7_ZW	56422521	56422621	+	3186	100	Smp_336650	olap	0.0			0.0	0.09967443091444338	0.0	56406756.0	56503826.0	-	97070	1.2349946422331708	0.005211164488418668	False	olap	olap
head38	SM_V7_ZW	47010731	47010831	-	3159	100	Smp_345880	olap	0.0			0.04983721545722169	0.0	0.0	46975844.0	47064169.0	-	88325	0.0674840755016554	0.15937188231975394	True	olap	olap
head39	SM_V7_ZW	20703365	20703465	-	3183	100	Smp_092880	gh	8143.0			0.0	0.0	0.0	20687920.0	20695222.0	-	7302	27.542535074889788	0.053577395417582885	True	hg	hg
head40	SM_V7_ZW	84092885	84092985	-	3183	100	Smp_204040	gh	12792.0			0.0	0.0	0.0	84079893.0	84080093.0	-	200	0.0	0.0	True	hg	hg
head41	SM_V7_ZW	3495489	3495589	+	3183	100	Smp_015820	olap	0.0			0.024918607728610844	0.0	0.0	3456939.0	3507926.0	+	50987	0.0345039658273663	0.0009285769840226057	True	olap	olap
head42	SM_V7_ZW	42620185	42620285	-	3186	100	Smp_323040	gh	7961.0		0.28929369687336803	0.0	0.1744302541002759	0.0	42607735.0	42612224.0	+	4489	5.2934694430838265	0.003885726310988548	False	gh	hg
head43	SM_V7_ZW	71025665	71025765	-	3183	100	Smp_161110	gh	733.0			0.04983721545722169	0.0	0.0	70956629.0	71024932.0	-	68303	1.6704584142389551	0.01393629584693109	True	hg	hg
head44	SM_V7_ZW	3862411	3862511	-	3185	100	Smp_244780	hg	11150.0			0.0	0.0	0.0	3873661.0	3905143.0	-	31482	0.9471318851424858	0.0027703172304852923	True	gh	gh
head45	SM_V7_ZW	47748397	47748497	-	3150	100	Smp_093800	gh	894.0		0.2274537540656185	0.0	0.19934886182888675	0.0	47735062.0	47747503.0	+	12441	1.0797863054814008	0.008612652779762609	False	gh	hg
head46	SM_V7_ZW	81115988	81116088	+	3188	100	Smp_345440	olap	0.0			0.0	0.07475582318583253	0.0	81004534.0	81177179.0	-	172645	0.6311164768983971	0.0048929352254621205	False	olap	olap
