head_id	seqid	start	end	strand	motherlength	length	neighbor_gene	relative_position	distance	correlation	complement_correlation	transcription	complement_transcription	repetitions	gene_start	gene_end	gene_strand	gene_length	gene_transcription	gene_complement_transcription	same_strand	gene_stream	head_stream
head0	SM_V7_ZW	20312310	20314310	-	3183	2000	Smp_134290	olap	0.0		0.9543609038278258	0.0012459303864305422	3.8274981471146257	115.0	20300499.0	20331294.0	+	30795	1.2878862172708887	0.002346613489624012	False	olap	olap
head1	SM_V7_ZW	17122108	17124108	-	3186	2000	Smp_343250	hg	9299.0			0.0	0.0012459303864305422	0.0	17133407.0	17184102.0	-	50695	0.06316285813446086	0.012927495478103663	True	gh	gh
head2	SM_V7_ZW	57477448	57479448	-	3180	2000	Smp_244380	olap	0.0			0.0012459303864305422	0.0	0.0	57400306.0	57496018.0	-	95712	0.8842783679186177	0.003410583429923124	True	olap	olap
head3	SM_V7_ZW	14903945	14905945	-	3186	2000	Smp_346990	olap	0.0		0.7061774645937617	0.0024918607728610844	0.19934886182888675	379.0	14888566.0	14917334.0	+	28768	1.4835268164902595	0.0019922413019954443	False	olap	olap
head4	SM_V7_ZW	57956100	57958100	+	3183	2000	Smp_244370	olap	0.0		0.12997960996329555	0.0012459303864305422	0.053575006616513314	69.0	57878821.0	57986377.0	-	107556	0.12383312721691488	0.0021082908469109924	False	olap	olap
head5	SM_V7_ZW	39101731	39103731	-	3186	2000	Smp_079960	gh	3034.0			0.0012459303864305422	0.0012459303864305422	54.0	39097332.0	39100397.0	-	3065	1.3365804602230418	0.0032520205844842865	True	hg	hg
head6	SM_V7_ZW	8039240	8041240	+	3183	2000	Smp_303950	olap	0.0		0.3581242695362644	0.0024918607728610844	0.18439769719172025	693.0	7972240.0	8041705.0	-	69465	0.6469547115604931	0.007676645870471057	False	olap	olap
head7	SM_V7_ZW	84622062	84624062	+	3183	2000	Smp_026540	olap	0.0	-0.02137156263231627	-0.10931800808646504	0.02741046850147193	0.0236726773421803	396.0	84545876.0	84641919.0	+	96043	0.3402461623991364	0.023324790300200064	True	olap	olap
head8	SM_V7_ZW	2748182	2750182	-	3186	2000	Smp_130660	olap	0.0	0.27300867866077244	-0.2484215176687539	0.04111570275220789	0.01619709502359705	185.0	2718322.0	2780093.0	+	61771	0.11694653446640467	0.0035499465446856204	False	olap	olap
head9	SM_V7_ZW	67334580	67336580	+	3183	2000	Smp_244080	gh	9526.0		0.5463721946461214	0.0012459303864305422	0.08223140550441578	279.0	67105199.0	67325054.0	-	219855	0.2950042173069901	0.0060750830058608676	False	hg	gh
head10	SM_V7_ZW	73826843	73828843	-	3183	2000	Smp_345400	gh	15468.0			0.0	0.0037377911592916266	525.0	73797076.0	73813075.0	+	15999	1.806711979823025	0.0066972944079646615	False	gh	hg
head11	SM_V7_ZW	38967507	38969507	+	3186	2000	Smp_242440	olap	0.0		0.375405241727276	0.0037377911592916266	0.01619709502359705	0.0	38942546.0	38971377.0	-	28831	0.08314557467629853	0.014001645631559631	False	olap	olap
head12	SM_V7_ZW	50022717	50024717	+	3183	2000	Smp_074710	olap	0.0	0.8432328743772824		0.07849361434512415	0.0	650.0	50001606.0	50045703.0	+	44097	0.4130215295562433	0.007911207297561099	True	olap	olap
head13	SM_V7_ZW	9141239	9143239	+	3183	2000	Smp_343570	gh	3699.0	0.3853712368759963		0.11462559555160988	0.0012459303864305422	2.0	9129146.0	9137540.0	+	8394	13.28695550056188	0.01187448545561632	True	gh	gh
head14	SM_V7_ZW	44731761	44733761	-	3183	2000	Smp_347230	olap	0.0		-0.2250331328937512	0.0024918607728610844	0.009967443091444338	156.0	44726095.0	44741993.0	+	15898	0.11065880649389392	0.014263387239297943	False	olap	olap
head15	SM_V7_ZW	65666091	65668091	+	3183	2000	Smp_244200	olap	0.0	-0.13770347480173148	0.21788802811853245	0.02741046850147193	0.7139181114247007	24.0	65658392.0	65705473.0	-	47081	0.8665224734666143	0.014925442066796073	False	olap	olap
head16	SM_V7_ZW	50261754	50263754	-	3183	2000	Smp_347620	olap	0.0	0.8295196800105058		0.19810293144245625	0.0012459303864305422	667.0	50249648.0	50275452.0	-	25804	0.09289916538104027	0.0018348068006650367	True	olap	olap
head17	SM_V7_ZW	75572542	75574542	-	3186	2000	Smp_143870	hg	1285.0			0.0037377911592916266	0.0	102.0	75575827.0	75576296.0	+	469	0.021252543904998592	0.005313135976249647	False	hg	gh
head18	SM_V7_ZW	64027737	64029737	-	3186	2000	Smp_345350	hg	9606.0			0.0	0.0012459303864305422	1.0	64039343.0	64053184.0	+	13841	2.698360614380604	0.01854357774761156	False	hg	gh
head19	SM_V7_ZW	69054659	69056659	+	3187	2000	Smp_075420	gh	4081.0	0.2450832415111621		0.011213373477874879	0.0	198.0	69039005.0	69050578.0	-	11573	12.159367628532893	0.07729871402895785	False	hg	gh
head20	SM_V7_ZW	82025730	82027730	-	3183	2000	Smp_342600	gh	594.0	0.9999911010546324	0.20075697460887515	18.413605181056983	0.013705234250735963	12.0	82026037.0	82026836.0	-	799	45.96687851213958	0.034305968086948586	True	hg	hg
head21	SM_V7_ZW	19561715	19563715	-	3187	2000	Smp_241480	hg	27357.0	0.6732841024714051	0.3998600106541748	0.013705234250735963	0.006229651932152711	616.0	19591072.0	19605409.0	-	14337	0.25566905188523786	0.0005214188685626876	True	gh	gh
