head_id	seqid	start	end	strand	motherlength	length	neighbor_gene	relative_position	distance	correlation	complement_correlation	transcription	complement_transcription	repetitions	gene_start	gene_end	gene_strand	gene_length	gene_transcription	gene_complement_transcription	same_strand	gene_stream	head_stream
head0	SM_V7_ZW	20312810	20314310	-	3183	1500	Smp_134290	olap	0.0		0.9295595788870292	0.0	4.860789747594357	82.0	20300499.0	20331294.0	+	30795	1.2878862172708887	0.002346613489624012	False	olap	olap
head1	SM_V7_ZW	17122608	17124108	-	3186	1500	Smp_343250	hg	9299.0			0.0	0.001661240515240723	0.0	17133407.0	17184102.0	-	50695	0.06316285813446086	0.012927495478103663	True	gh	gh
head2	SM_V7_ZW	57477948	57479448	-	3180	1500	Smp_244380	olap	0.0			0.001661240515240723	0.0	0.0	57400306.0	57496018.0	-	95712	0.8842783679186177	0.003410583429923124	True	olap	olap
head3	SM_V7_ZW	14904445	14905945	-	3186	1500	Smp_346990	olap	0.0		0.7292503965775176	0.003322481030481446	0.12625427915829493	276.0	14888566.0	14917334.0	+	28768	1.4835268164902595	0.0019922413019954443	False	olap	olap
head4	SM_V7_ZW	57956100	57957600	+	3183	1500	Smp_244370	olap	0.0		0.03970300805133315	0.001661240515240723	0.05648217751818457	56.0	57878821.0	57986377.0	-	107556	0.12383312721691488	0.0021082908469109924	False	olap	olap
head5	SM_V7_ZW	39102231	39103731	-	3186	1500	Smp_079960	gh	3034.0			0.0	0.001661240515240723	9.0	39097332.0	39100397.0	-	3065	1.3365804602230418	0.0032520205844842865	True	hg	hg
head6	SM_V7_ZW	8039240	8040740	+	3183	1500	Smp_303950	olap	0.0		0.2298708728559608	0.003322481030481446	0.19768762131364606	220.0	7972240.0	8041705.0	-	69465	0.6469547115604931	0.007676645870471057	False	olap	olap
head7	SM_V7_ZW	84622062	84623562	+	3183	1500	Smp_026540	olap	0.0	-0.009521203352244635	-0.07519119483581553	0.019934886182888675	0.024918607728610844	209.0	84545876.0	84641919.0	+	96043	0.3402461623991364	0.023324790300200064	True	olap	olap
head8	SM_V7_ZW	2748682	2750182	-	3186	1500	Smp_130660	olap	0.0	0.2472157950599497	-0.10371870513045482	0.04651473442674025	0.016612405152407233	50.0	2718322.0	2780093.0	+	61771	0.11694653446640467	0.0035499465446856204	False	olap	olap
head9	SM_V7_ZW	67334580	67336080	+	3183	1500	Smp_244080	gh	9526.0		0.5407749674604324	0.001661240515240723	0.1013356714296841	208.0	67105199.0	67325054.0	-	219855	0.2950042173069901	0.0060750830058608676	False	hg	gh
head10	SM_V7_ZW	73827343	73828843	-	3183	1500	Smp_345400	gh	15468.0			0.0	0.003322481030481446	377.0	73797076.0	73813075.0	+	15999	1.806711979823025	0.0066972944079646615	False	gh	hg
head11	SM_V7_ZW	38967507	38969007	+	3186	1500	Smp_242440	olap	0.0		0.375405241727276	0.004983721545722169	0.0215961266981294	0.0	38942546.0	38971377.0	-	28831	0.08314557467629853	0.014001645631559631	False	olap	olap
head12	SM_V7_ZW	50022717	50024217	+	3183	1500	Smp_074710	olap	0.0	0.7053714896234029		0.06312713957914746	0.0	619.0	50001606.0	50045703.0	+	44097	0.4130215295562433	0.007911207297561099	True	olap	olap
head13	SM_V7_ZW	9141239	9142739	+	3183	1500	Smp_343570	gh	3699.0	0.4595945874446142		0.05648217751818457	0.001661240515240723	2.0	9129146.0	9137540.0	+	8394	13.28695550056188	0.01187448545561632	True	gh	gh
head14	SM_V7_ZW	44732261	44733761	-	3183	1500	Smp_347230	olap	0.0		-0.1212879775458157	0.003322481030481446	0.009967443091444338	0.0	44726095.0	44741993.0	+	15898	0.11065880649389392	0.014263387239297943	False	olap	olap
head15	SM_V7_ZW	65666091	65667591	+	3183	1500	Smp_244200	olap	0.0	-0.056047090558307984	0.8087086842693664	0.0215961266981294	0.2840721281061636	0.0	65658392.0	65705473.0	-	47081	0.8665224734666143	0.014925442066796073	False	olap	olap
head16	SM_V7_ZW	50262254	50263754	-	3183	1500	Smp_347620	olap	0.0	0.7475078544095325		0.10299691194492484	0.001661240515240723	624.0	50249648.0	50275452.0	-	25804	0.09289916538104027	0.0018348068006650367	True	olap	olap
head17	SM_V7_ZW	75573042	75574542	-	3186	1500	Smp_143870	hg	1285.0			0.004983721545722169	0.0	58.0	75575827.0	75576296.0	+	469	0.021252543904998592	0.005313135976249647	False	hg	gh
head18	SM_V7_ZW	64028237	64029737	-	3186	1500	Smp_345350	hg	9606.0			0.0	0.0	0.0	64039343.0	64053184.0	+	13841	2.698360614380604	0.01854357774761156	False	hg	gh
head19	SM_V7_ZW	69054659	69056159	+	3187	1500	Smp_075420	gh	4081.0	0.2450832415111621		0.01495116463716651	0.0	146.0	69039005.0	69050578.0	-	11573	12.159367628532893	0.07729871402895785	False	hg	gh
head20	SM_V7_ZW	82026230	82027730	-	3183	1500	Smp_342600	gh	594.0	0.9998602695316346	0.2007569746088752	24.24580531993835	0.018273645667647952	9.0	82026037.0	82026836.0	-	799	45.96687851213958	0.034305968086948586	True	hg	hg
head21	SM_V7_ZW	19562215	19563715	-	3187	1500	Smp_241480	hg	27357.0	0.6597172712391575	0.4648671266556934	0.016612405152407233	0.006644962060962892	587.0	19591072.0	19605409.0	-	14337	0.25566905188523786	0.0005214188685626876	True	gh	gh
head22	SM_V7_ZW	69295470	69296970	-	3206	1500	Smp_162810	olap	0.0	0.9444033145789832		0.3870690400510885	0.001661240515240723	0.0	69295833.0	69325700.0	-	29867	0.0271153698456441	0.0011680467010431307	True	olap	olap
head23	SM_V7_ZW	38302528	38304028	-	3186	1500	Smp_159110	gh	4597.0	0.7677458436083441	-0.042903596492213175	0.41032640726445857	0.054820937002943854	76.0	38282237.0	38299131.0	+	16894	3.2569419749938215	0.09336734161365376	False	gh	hg
head24	SM_V7_ZW	50935386	50936886	+	3186	1500	Smp_157840	olap	0.0			0.011628683606685062	0.0	10.0	50909031.0	50943930.0	+	34899	0.03448719886793042	0.0029988868580809068	True	olap	olap
head25	SM_V7_ZW	59897123	59898623	+	3183	1500	Smp_212730	olap	0.0	0.4168991557488466	0.622581176452999	0.0797395447315547	0.2608147608927935	0.0	59887869.0	59950893.0	-	63024	1.825838389025641	0.012889480387673164	False	olap	olap
head26	SM_V7_ZW	79205573	79207073	-	3186	1500	Smp_324200	hg	5148.0			0.001661240515240723	0.001661240515240723	43.0	79212221.0	79266732.0	+	54511	0.020753697251544318	0.0011885377280620095	False	hg	gh
head27	SM_V7_ZW	76581022	76582522	-	3189	1500	Smp_139760	gh	1361.0			0.0	0.0	15.0	76534516.0	76580861.0	-	46345	1.0616418375259924	0.002742149086544725	True	hg	hg
head28	SM_V7_ZW	82462003	82463503	+	3183	1500	Smp_345170	olap	0.0	-0.16108639777280045	0.9910366596987986	0.07143334215535109	1.3854745897107628	113.0	82448996.0	82467002.0	-	18006	0.7987904243560024	0.025602257190897516	False	olap	olap
head29	SM_V7_ZW	24842216	24843716	+	3187	1500	Smp_153780	hg	12270.0			0.001661240515240723	0.0	0.0	24854786.0	24929755.0	+	74969	1.7981722572131393	0.0051519750802794225	True	hg	hg
head30	SM_V7_ZW	78494826	78496326	-	3184	1500	Smp_146240	olap	0.0		0.4173996396050014	0.001661240515240723	0.11794807658209132	370.0	78475339.0	78512572.0	+	37233	0.953965123851473	0.01927472679032021	False	olap	olap
