head_id	seqid	start	end	strand	motherlength	length	neighbor_gene	relative_position	distance	correlation	complement_correlation	transcription	complement_transcription	repetitions	gene_start	gene_end	gene_strand	gene_length	gene_transcription	gene_complement_transcription	same_strand	gene_stream	head_stream
head0	SM_V7_ZW	20314210	20314310	-	3183	100	Smp_134290	olap	0.0		0.013205349176822754	0.04794812910020335	0.43153316190183016	0.0	20300499.0	20331294.0	+	30795	1.2579863908592075	0.02125318922610085	False	olap	olap
head1	SM_V7_ZW	17124008	17124108	-	3186	100	Smp_343250	hg	9299.0			0.0	0.0	0.0	17133407.0	17184102.0	-	50695	0.0632750732183372	0.01371432827602226	True	gh	gh
head2	SM_V7_ZW	57479365	57479465	-	3180	100	Smp_244380	olap	0.0			0.0	0.0	0.0	57400306.0	57496018.0	-	95712	0.8675920196233197	0.01683234221170629	True	olap	olap
head3	SM_V7_ZW	14905845	14905945	-	3186	100	Smp_346990	olap	0.0	-0.3290955295527865	-0.22456827736009669	0.0958962582004067	0.3596109682515251	0.0	14888566.0	14917334.0	+	28768	1.4442107155633412	0.01633383152050865	False	olap	olap
head4	SM_V7_ZW	57956100	57956200	+	3183	100	Smp_244370	olap	0.0		0.5851443769144231	0.21576658095091508	0.33563690370142346	0.0	57878821.0	57986377.0	-	107556	0.13046245659167793	0.010409357120846334	False	olap	olap
head5	SM_V7_ZW	39103631	39103731	-	3186	100	Smp_079960	gh	3234.0			0.0	0.0	0.0	39097332.0	39100397.0	-	3065	1.2953034549744984	0.006257504613403375	True	hg	hg
head6	SM_V7_ZW	8039240	8039340	+	3183	100	Smp_303950	olap	0.0		0.6805222790957173	0.04794812910020335	0.5514034846523386	0.0	7972240.0	8041705.0	-	69465	0.6330271244194413	0.016704019639025708	False	olap	olap
head7	SM_V7_ZW	84622062	84622162	+	3183	100	Smp_026540	olap	0.0			0.0	0.023974064550101683	0.0	84545876.0	84641919.0	+	96043	0.3310184708920986	0.02561080997928461	True	olap	olap
head8	SM_V7_ZW	2750107	2750207	-	3186	100	Smp_130660	olap	0.0			0.0	0.04794812910020335	0.0	2718322.0	2780093.0	+	61771	0.11426016421216967	0.0047349660441184434	False	olap	olap
head9	SM_V7_ZW	67334580	67334680	+	3183	100	Smp_244080	gh	9526.0		-0.07670833298739713	0.0	0.14384438730061005	0.0	67105199.0	67325054.0	-	219855	0.2973654182444214	0.0147101558200119	False	hg	gh
head10	SM_V7_ZW	73828743	73828843	-	3183	100	Smp_345400	gh	15668.0			0.0	0.04794812910020335	0.0	73797076.0	73813075.0	+	15999	1.8162987462452804	0.061886922052578223	False	gh	hg
head11	SM_V7_ZW	38967507	38967607	+	3186	100	Smp_242440	olap	0.0			0.023974064550101683	0.0	0.0	38942546.0	38971377.0	-	28831	0.08290431256790043	0.016630754777913825	False	olap	olap
head12	SM_V7_ZW	50022717	50022817	+	3183	100	Smp_074710	olap	0.0	0.525713401781638		0.21576658095091508	0.0	0.0	50001606.0	50045703.0	+	44097	0.3990512592642273	0.008644298395505741	True	olap	olap
head13	SM_V7_ZW	9141239	9141339	+	3183	100	Smp_343570	gh	3699.0	0.3455002870433557		0.7671700656032536	0.023974064550101683	0.0	9129146.0	9137540.0	+	8394	12.931828624011242	0.12224088190902448	True	gh	gh
head14	SM_V7_ZW	44733661	44733761	-	3183	100	Smp_347230	olap	0.0			0.0	0.023974064550101683	0.0	44726095.0	44741993.0	+	15898	0.10963105376729096	0.01824670908644045	False	olap	olap
head15	SM_V7_ZW	65666091	65666191	+	3183	100	Smp_244200	olap	0.0		-0.0013334897665222998	0.023974064550101683	0.7192219365030502	0.0	65658392.0	65705473.0	-	47081	0.8421806112744665	0.020877565186681855	False	olap	olap
head16	SM_V7_ZW	50263654	50263754	-	3183	100	Smp_347620	olap	0.0			0.11987032275050838	0.0	0.0	50249648.0	50275452.0	-	25804	0.09021398495639718	0.0035305164040608577	True	olap	olap
head17	SM_V7_ZW	75574442	75574542	-	3186	100	Smp_143870	hg	1285.0			0.0	0.0	0.0	75575827.0	75576296.0	+	469	0.02044696336895665	0.005111740842239163	False	hg	gh
head18	SM_V7_ZW	64029637	64029737	-	3186	100	Smp_345350	hg	9606.0			0.0	0.0	0.0	64039343.0	64053184.0	+	13841	2.608376837367106	0.030311836545537124	False	hg	gh
head19	SM_V7_ZW	69054659	69054759	+	3187	100	Smp_075420	gh	4081.0	-0.06933343704119596		0.21576658095091508	0.0	0.0	69039005.0	69050578.0	-	11573	14.400389675972676	2.3980279204352977	False	hg	gh
head20	SM_V7_ZW	82027630	82027730	-	3183	100	Smp_342600	gh	794.0			0.0	0.0	0.0	82026037.0	82026836.0	-	799	44.47954103763544	0.30005087046435136	True	hg	hg
head21	SM_V7_ZW	19563615	19563715	-	3187	100	Smp_241480	hg	27357.0			0.07192219365030503	0.07192219365030503	0.0	19591072.0	19605409.0	-	14337	0.25851924248069463	0.010869179017622995	True	gh	gh
